id	dob	Sex	penAge	maritalSatatus	dobParnter	sexPartner	Lop	Lpp	LppIngegaan	Wzp	WzpIngegaan	Top	topStart	topEnd
783	4634	F	65	M	5425	M	10478	7334.6		1466.92		2619.5	62	65
784	29400	F	65	U		M	10983	7688.1		1537.62		2745.75	62	65
785	2036	F	65	M	2828	M	9438	6606.6		1321.32		2359.5	62	65
786	9240	M	65	M	8450	F	7140	4998		999.6		1785	62	65
787	6534	M	65	M	5742	F	7959	5571.3		1114.26		1989.75	62	65
788	28390	F	65	U		M	5541	3878.7		775.74		1385.25	62	65
789	3365	M	65	M	2575	F	2340	1638		327.6		585	62	65
790	11387	M	65	M	10598	F	20915	14640.5		2928.1		5228.75	62	65
791	33350	M	65	U		F	7107	4974.9		994.98		1776.75	62	65
792	23468	F	65	U		M	2357	1649.9		329.98		589.25	62	65
793	2181	F	65	M	2973	M	20162	14113.4		2822.68		5040.5	62	65
794	6156	M	65	M	5364	F	6126	4288.2		857.64		1531.5	62	65
795	11544	F	65	M	12336	M	16545	11581.5		2316.3		4136.25	62	65
796	20200	M	65	U		F	14869	10408.3		2081.66		3717.25	62	65
797	32954	F	65	U		M	16368	11457.6		2291.52		4092	62	65
798	16169	M	65	M	15379	F	15148	10603.6		2120.72		3787	62	65
799	34148	F	65	U		M	6926	4848.2		969.64		1731.5	62	65
800	5793	F	65	M	6585	M	22706	15894.2		3178.84		5676.5	62	65
801	10969	F	65	M	11759	M	12334	8633.8		1726.76		3083.5	62	65
802	26324	F	65	U		M	22503	15752.1		3150.42		5625.75	62	65
803	1336	F	65	M	2128	M	3345	2341.5		468.3		836.25	62	65
804	4458	M	65	M	3668	F	8836	6185.2		1237.04		2209	62	65
805	2792	F	65	M	3584	M	8740	6118		1223.6		2185	62	65
806	20123	F	65	U		M	24753	17327.1		3465.42		6188.25	62	65
807	2978	F	65	M	3768	M	4587	3210.9		642.18		1146.75	62	65
808	995	M	65	M	203	F	23307	16314.9		3262.98		5826.75	62	65
809	17468	F	65	M	18260	M	8258	5780.6		1156.12		2064.5	62	65
810	6536	F	65	M	7327	M	13479	9435.3		1887.06		3369.75	62	65
811	24678	F	65	U		M	10097	7067.9		1413.58		2524.25	62	65
812	32920	M	65	U		F	18696	13087.2		2617.44		4674	62	65
813	19913	M	65	U		F	1590	1113		222.6		397.5	62	65
814	9776	F	65	M	10568	M	9059	6341.3		1268.26		2264.75	62	65
815	31205	F	65	U		M	15423	10796.1		2159.22		3855.75	62	65
816	29316	F	65	U		M	24021	16814.7		3362.94		6005.25	62	65
817	14330	M	65	M	13541	F	14601	10220.7		2044.14		3650.25	62	65
818	18163	M	65	M	17370	F	24146	16902.2		3380.44		6036.5	62	65
819	22682	F	65	U		M	5081	3556.7		711.34		1270.25	62	65
820	28662	F	65	U		M	12920	9044		1808.8		3230	62	65
821	24759	M	65	U		F	14631	10241.7		2048.34		3657.75	62	65
822	16520	F	65	M	17311	M	20134	14093.8		2818.76		5033.5	62	65
823	4570	F	65	M	5362	M	16660	11662		2332.4		4165	62	65
824	2933	M	65	M	2142	F	19127	13388.9		2677.78		4781.75	62	65
825	1192	F	65	M	1984	M	21066	14746.2		2949.24		5266.5	62	65
826	34249	M	65	U		F	23167	16216.9		3243.38		5791.75	62	65
827	15012	M	65	M	14219	F	6409	4486.3		897.26		1602.25	62	65
828	10729	M	65	M	9937	F	18579	13005.3		2601.06		4644.75	62	65
829	32728	M	65	U		F	23013	16109.1		3221.82		5753.25	62	65
830	17049	M	65	M	16257	F	14348	10043.6		2008.72		3587	62	65
831	9453	F	65	M	10244	M	21109	14776.3		2955.26		5277.25	62	65
832	32908	F	65	U		M	20316	14221.2		2844.24		5079	62	65
833	31279	F	65	U		M	1183	828.1		165.62		295.75	62	65
834	10633	F	65	M	11422	M	10968	7677.6		1535.52		2742	62	65
835	1836	F	65	M	2625	M	8383	5868.1		1173.62		2095.75	62	65
836	14960	M	65	M	14168	F	5922	4145.4		829.08		1480.5	62	65
837	4116	F	65	M	4908	M	6223	4356.1		871.22		1555.75	62	65
838	8602	F	65	M	9395	M	11394	7975.8		1595.16		2848.5	62	65
839	6458	F	65	M	7249	M	13108	9175.6		1835.12		3277	62	65
840	18620	F	65	M	19413	M	4523	3166.1		633.22		1130.75	62	65
841	13109	M	65	M	12318	F	13465	9425.5		1885.1		3366.25	62	65
842	32458	M	65	U		F	22741	15918.7		3183.74		5685.25	62	65
843	30295	M	65	U		F	12539	8777.3		1755.46		3134.75	62	65
844	15378	M	65	M	14585	F	2726	1908.2		381.64		681.5	62	65
845	1572	M	65	M	782	F	14915	10440.5		2088.1		3728.75	62	65
846	9937	M	65	M	9148	F	6127	4288.9		857.78		1531.75	62	65
847	32791	F	65	U		M	15689	10982.3		2196.46		3922.25	62	65
848	5979	M	65	M	5187	F	12886	9020.2		1804.04		3221.5	62	65
849	23930	M	65	U		F	1375	962.5		192.5		343.75	62	65
850	26334	M	65	U		F	7063	4944.1		988.82		1765.75	62	65
851	17056	M	65	M	16264	F	21165	14815.5		2963.1		5291.25	62	65
852	29344	M	65	U		F	8441	5908.7		1181.74		2110.25	62	65
853	770	M	65	M	-22	F	1865	1305.5		261.1		466.25	62	65
854	10429	F	65	M	11221	M	7154	5007.8		1001.56		1788.5	62	65
855	30609	F	65	U		M	735	514.5		102.9		183.75	62	65
856	10499	M	65	M	9706	F	24938	17456.6		3491.32		6234.5	62	65
857	27922	F	65	U		M	20975	14682.5		2936.5		5243.75	62	65
858	22594	M	65	U		F	9026	6318.2		1263.64		2256.5	62	65
859	4194	F	65	M	4986	M	13793	9655.1		1931.02		3448.25	62	65
860	20977	F	65	U		M	20256	14179.2		2835.84		5064	62	65
861	4801	F	65	M	5590	M	18129	12690.3		2538.06		4532.25	62	65
862	8053	F	65	M	8843	M	12661	8862.7		1772.54		3165.25	62	65
863	9505	M	65	M	8713	F	5992	4194.4		838.88		1498	62	65
864	25921	F	65	U		M	5875	4112.5		822.5		1468.75	62	65
865	9479	F	65	M	10271	M	21513	15059.1		3011.82		5378.25	62	65
866	7379	F	65	M	8170	M	21448	15013.6		3002.72		5362	62	65
867	15999	F	65	M	16791	M	18474	12931.8		2586.36		4618.5	62	65
868	2322	M	65	M	1531	F	21919	15343.3		3068.66		5479.75	62	65
869	24708	F	65	U		M	23499	16449.3		3289.86		5874.75	62	65
870	7551	F	65	M	8342	M	4493	3145.1		629.02		1123.25	62	65
871	27894	M	65	U		F	19330	13531		2706.2		4832.5	62	65
872	22383	F	65	U		M	17529	12270.3		2454.06		4382.25	62	65
873	10578	F	65	M	11370	M	9307	6514.9		1302.98		2326.75	62	65
874	58	F	65	M	847	M	20220	14154		2830.8		5055	62	65
875	33071	F	65	U		M	2828	1979.6		395.92		707	62	65
876	6428	F	65	M	7219	M	24442	17109.4		3421.88		6110.5	62	65
877	32672	M	65	U		F	11956	8369.2		1673.84		2989	62	65
878	7633	F	65	M	8424	M	14894	10425.8		2085.16		3723.5	62	65
879	10065	F	65	M	10858	M	16011	11207.7		2241.54		4002.75	62	65
880	2569	M	65	M	1778	F	7321	5124.7		1024.94		1830.25	62	65
881	28798	F	65	U		M	13138	9196.6		1839.32		3284.5	62	65
882	5213	F	65	M	6005	M	16556	11589.2		2317.84		4139	62	65
883	27988	F	65	U		M	5238	3666.6		733.32		1309.5	62	65
884	25594	M	65	U		F	10240	7168		1433.6		2560	62	65
885	15871	F	65	M	16663	M	14932	10452.4		2090.48		3733	62	65
886	27174	M	65	U		F	22254	15577.8		3115.56		5563.5	62	65
887	12165	F	65	M	12956	M	3994	2795.8		559.16		998.5	62	65
888	19292	F	65	M	20083	M	17260	12082		2416.4		4315	62	65
889	29642	M	65	U		F	23623	16536.1		3307.22		5905.75	62	65
890	9246	M	65	M	8456	F	6133	4293.1		858.62		1533.25	62	65
891	30999	M	65	U		F	863	604.1		120.82		215.75	62	65
892	31601	M	65	U		F	23623	16536.1		3307.22		5905.75	62	65
893	17477	M	65	M	16686	F	1417	991.9		198.38		354.25	62	65
894	1556	F	65	M	2347	M	4670	3269		653.8		1167.5	62	65
895	6794	F	65	M	7586	M	10917	7641.9		1528.38		2729.25	62	65
896	6750	M	65	M	5959	F	16527	11568.9		2313.78		4131.75	62	65
897	15091	F	65	M	15882	M	2186	1530.2		306.04		546.5	62	65
898	31372	F	65	U		M	20804	14562.8		2912.56		5201	62	65
899	34187	M	65	U		F	4069	2848.3		569.66		1017.25	62	65
900	12028	M	65	M	11236	F	22948	16063.6		3212.72		5737	62	65
901	28735	M	65	U		F	23758	16630.6		3326.12		5939.5	62	65
902	23154	M	65	U		F	23968	16777.6		3355.52		5992	62	65
903	21202	M	65	U		F	24602	17221.4		3444.28		6150.5	62	65
904	19092	F	65	M	19883	M	5864	4104.8		820.96		1466	62	65
905	34716	F	65	U		M	23045	16131.5		3226.3		5761.25	62	65
906	1997	M	65	M	1205	F	24135	16894.5		3378.9		6033.75	62	65
907	21594	F	65	U		M	12233	8563.1		1712.62		3058.25	62	65
908	10120	F	65	M	10912	M	10624	7436.8		1487.36		2656	62	65
909	14666	M	65	M	13874	F	8984	6288.8		1257.76		2246	62	65
910	30891	M	65	U		F	18185	12729.5		2545.9		4546.25	62	65
911	887	M	65	M	96	F	17789	12452.3		2490.46		4447.25	62	65
912	12272	F	65	M	13063	M	23915	16740.5		3348.1		5978.75	62	65
913	33701	F	65	U		M	17887	12520.9		2504.18		4471.75	62	65
914	14094	F	65	M	14886	M	18161	12712.7		2542.54		4540.25	62	65
915	5423	M	65	M	4632	F	23987	16790.9		3358.18		5996.75	62	65
916	28689	M	65	U		F	13689	9582.3		1916.46		3422.25	62	65
917	24482	F	65	U		M	1769	1238.3		247.66		442.25	62	65
918	30601	F	65	U		M	13001	9100.7		1820.14		3250.25	62	65
919	23804	F	65	U		M	5150	3605		721		1287.5	62	65
920	13124	M	65	M	12333	F	24497	17147.9		3429.58		6124.25	62	65
921	5119	M	65	M	4327	F	13543	9480.1		1896.02		3385.75	62	65
922	3980	F	65	M	4772	M	21919	15343.3		3068.66		5479.75	62	65
923	24862	F	65	U		M	11205	7843.5		1568.7		2801.25	62	65
924	35047	F	65	U		M	1463	1024.1		204.82		365.75	62	65
925	31140	F	65	U		M	14566	10196.2		2039.24		3641.5	62	65
926	324	F	65	M	1115	M	9300	6510		1302		2325	62	65
927	10153	M	65	M	9362	F	21740	15218		3043.6		5435	62	65
928	7085	F	65	M	7877	M	1018	712.6		142.52		254.5	62	65
929	6886	M	65	M	6095	F	11022	7715.4		1543.08		2755.5	62	65
930	17264	F	65	M	18056	M	21477	15033.9		3006.78		5369.25	62	65
931	25582	F	65	U		M	9683	6778.1		1355.62		2420.75	62	65
932	30599	F	65	U		M	20853	14597.1		2919.42		5213.25	62	65
933	7972	M	65	M	7180	F	23952	16766.4		3353.28		5988	62	65
934	29791	F	65	U		M	24241	16968.7		3393.74		6060.25	62	65
935	20134	F	65	U		M	5523	3866.1		773.22		1380.75	62	65
936	24901	M	65	U		F	21384	14968.8		2993.76		5346	62	65
937	8952	M	65	M	8160	F	6102	4271.4		854.28		1525.5	62	65
938	14370	M	65	M	13579	F	6772	4740.4		948.08		1693	62	65
939	18423	F	65	M	19215	M	19999	13999.3		2799.86		4999.75	62	65
940	31965	M	65	U		F	1128	789.6		157.92		282	62	65
941	28223	F	65	U		M	24962	17473.4		3494.68		6240.5	62	65
942	6967	F	65	M	7757	M	19648	13753.6		2750.72		4912	62	65
943	24520	M	65	U		F	5851	4095.7		819.14		1462.75	62	65
944	14753	F	65	M	15544	M	7328	5129.6		1025.92		1832	62	65
945	16844	F	65	M	17634	M	8968	6277.6		1255.52		2242	62	65
946	27894	M	65	U		F	7154	5007.8		1001.56		1788.5	62	65
947	19193	M	65	M	18401	F	5729	4010.3		802.06		1432.25	62	65
948	8592	F	65	M	9385	M	14733	10313.1		2062.62		3683.25	62	65
949	10667	F	65	M	11458	M	16401	11480.7		2296.14		4100.25	62	65
950	8820	M	65	M	8028	F	20754	14527.8		2905.56		5188.5	62	65
951	13662	M	65	M	12870	F	6304	4412.8		882.56		1576	62	65
952	11156	M	65	M	10365	F	10668	7467.6		1493.52		2667	62	65
953	13691	F	65	M	14482	M	8880	6216		1243.2		2220	62	65
954	23508	M	65	U		F	22762	15933.4		3186.68		5690.5	62	65
955	24164	F	65	U		M	12577	8803.9		1760.78		3144.25	62	65
956	33631	M	65	U		F	15696	10987.2		2197.44		3924	62	65
957	13171	F	65	M	13961	M	8166	5716.2		1143.24		2041.5	62	65
958	4193	M	65	M	3402	F	21243	14870.1		2974.02		5310.75	62	65
959	7995	M	65	M	7203	F	16429	11500.3		2300.06		4107.25	62	65
960	10615	F	65	M	11404	M	7672	5370.4		1074.08		1918	62	65
961	8736	M	65	M	7945	F	2104	1472.8		294.56		526	62	65
962	18138	M	65	M	17346	F	18492	12944.4		2588.88		4623	62	65
963	26474	F	65	U		M	711	497.7		99.54		177.75	62	65
964	10912	F	65	M	11703	M	18189	12732.3		2546.46		4547.25	62	65
965	11785	F	65	M	12576	M	18514	12959.8		2591.96		4628.5	62	65
966	21870	M	65	U		F	9775	6842.5		1368.5		2443.75	62	65
967	17637	M	65	M	16847	F	17136	11995.2		2399.04		4284	62	65
968	16178	M	65	M	15388	F	22442	15709.4		3141.88		5610.5	62	65
969	34148	F	65	U		M	18990	13293		2658.6		4747.5	62	65
970	26170	F	65	U		M	23218	16252.6		3250.52		5804.5	62	65
971	23383	F	65	U		M	1715	1200.5		240.1		428.75	62	65
972	11101	M	65	M	10310	F	4089	2862.3		572.46		1022.25	62	65
973	23133	F	65	U		M	7738	5416.6		1083.32		1934.5	62	65
974	7016	M	65	M	6227	F	10042	7029.4		1405.88		2510.5	62	65
975	26417	M	65	U		F	11835	8284.5		1656.9		2958.75	62	65
976	26370	F	65	U		M	22097	15467.9		3093.58		5524.25	62	65
977	17589	F	65	M	18379	M	16884	11818.8		2363.76		4221	62	65
978	34090	M	65	U		F	13253	9277.1		1855.42		3313.25	62	65
979	14011	M	65	M	13220	F	19572	13700.4		2740.08		4893	62	65
980	21819	F	65	U		M	7431	5201.7		1040.34		1857.75	62	65
981	8987	M	65	M	8195	F	2565	1795.5		359.1		641.25	62	65
982	15891	F	65	M	16684	M	7406	5184.2		1036.84		1851.5	62	65
983	11577	F	65	M	12369	M	3332	2332.4		466.48		833	62	65
984	18663	M	65	M	17871	F	20119	14083.3		2816.66		5029.75	62	65
985	19173	F	65	M	19964	M	3963	2774.1		554.82		990.75	62	65
986	26598	F	65	U		M	22237	15565.9		3113.18		5559.25	62	65
987	7521	F	65	M	8312	M	16797	11757.9		2351.58		4199.25	62	65
988	20007	F	65	U		M	11815	8270.5		1654.1		2953.75	62	65
989	15846	M	65	M	15055	F	4439	3107.3		621.46		1109.75	62	65
990	30595	M	65	U		F	12216	8551.2		1710.24		3054	62	65
991	28593	M	65	U		F	9025	6317.5		1263.5		2256.25	62	65
992	3367	M	65	M	2577	F	15649	10954.3		2190.86		3912.25	62	65
993	14326	M	65	M	13537	F	23510	16457		3291.4		5877.5	62	65
994	20926	M	65	U		F	17939	12557.3		2511.46		4484.75	62	65
995	11496	M	65	M	10705	F	15883	11118.1		2223.62		3970.75	62	65
996	18902	F	65	M	19694	M	24536	17175.2		3435.04		6134	62	65
997	24057	M	65	U		F	16447	11512.9		2302.58		4111.75	62	65
998	18273	M	65	M	17481	F	20208	14145.6		2829.12		5052	62	65
999	9505	F	65	M	10295	M	16773	11741.1		2348.22		4193.25	62	65
1000	12469	F	65	M	13259	M	11467	8026.9		1605.38		2866.75	62	65
